fips,state,county,votes_dem,votes_gop,total_votes,per_dem,per_gop,per_point_diff
18017,Indiana,Cass County,4304,10552,15198,0.283195157,0.694301882,0.411106725
18019,Indiana,Clark County,23093,33668,57869,0.39905649,0.581796817,0.182740327
18021,Indiana,Clay County,2552,9499,12267,0.208037825,0.774353958,0.566316133
18023,Indiana,Clinton County,3361,9334,12949,0.259556723,0.720827863,0.461271141
18025,Indiana,Crawford County,1355,3483,4944,0.274069579,0.704490291,0.430420712
18027,Indiana,Daviess County,2169,9576,11954,0.181445541,0.801070771,0.61962523
18029,Indiana,Dearborn County,5446,19528,25383,0.214553047,0.769333806,0.554780759
18031,Indiana,Decatur County,2439,9575,12287,0.198502482,0.779278913,0.58077643
18033,Indiana,DeKalb County,4966,14237,19628,0.25300591,0.725341349,0.472335439
18035,Indiana,Delaware County,20474,26827,48191,0.424851113,0.556680708,0.131829595
18037,Indiana,Dubois County,6292,15033,21770,0.289021589,0.690537437,0.401515847
18039,Indiana,Elkhart County,26108,46972,74387,0.350975305,0.631454421,0.280479116
18041,Indiana,Fayette County,2237,7755,10136,0.2206985,0.765094712,0.544396212
18043,Indiana,Floyd County,17511,23400,41802,0.418903402,0.559781829,0.140878427
18045,Indiana,Fountain County,1629,6154,7986,0.203981968,0.770598547,0.566616579
18047,Indiana,Franklin County,2137,9691,12000,0.178083333,0.807583333,0.6295
18049,Indiana,Fulton County,2280,6694,9147,0.249262053,0.731824642,0.482562589
18051,Indiana,Gibson County,4023,11817,16161,0.248932616,0.731204752,0.482272137
18053,Indiana,Grant County,8015,18543,27159,0.295113959,0.682757097,0.387643139
18055,Indiana,Greene County,3389,11103,14784,0.229234307,0.75101461,0.521780303
18057,Indiana,Hamilton County,88390,101587,193999,0.455620905,0.523647029,0.068026124
18059,Indiana,Hancock County,12895,28996,42911,0.300505698,0.675724173,0.375218475
18061,Indiana,Harrison County,5343,14565,20236,0.264034394,0.719756869,0.455722475
18063,Indiana,Hendricks County,32604,53802,88505,0.368385967,0.607897859,0.239511892
18065,Indiana,Henry County,5544,15043,21030,0.263623395,0.71531146,0.451688065
18067,Indiana,Howard County,13303,26449,40630,0.327418164,0.650972188,0.323554024
18069,Indiana,Huntington County,4255,13147,17829,0.238656122,0.737394133,0.498738011
18071,Indiana,Jackson County,4302,14555,19238,0.223619919,0.756575528,0.532955609
18073,Indiana,Jasper County,3798,11383,15475,0.24542811,0.735573506,0.490145396
18075,Indiana,Jay County,1926,6361,8461,0.227632668,0.751802387,0.52416972
18077,Indiana,Jefferson County,4731,9663,14697,0.321902429,0.657481119,0.33557869
18079,Indiana,Jennings County,2523,9490,12251,0.205942372,0.774630642,0.56868827
18081,Indiana,Johnson County,24736,51219,77618,0.318688964,0.659885594,0.34119663
18083,Indiana,Knox County,4067,11655,16011,0.254012866,0.727937043,0.473924177
18085,Indiana,Kosciusko County,8364,26499,35787,0.233716154,0.740464414,0.506748261
18087,Indiana,LaGrange County,2355,8110,10633,0.221480297,0.762719834,0.541239537
18089,Indiana,Lake County,124870,91760,219956,0.56770445,0.417174344,-0.150530106
18091,Indiana,LaPorte County,22427,25997,49392,0.454061386,0.526340298,0.072278912
18093,Indiana,Lawrence County,4961,15601,21025,0.235957194,0.742021403,0.506064209
18095,Indiana,Madison County,19524,31215,51793,0.376962138,0.602687622,0.225725484
18097,Indiana,Marion County,247772,134175,389619,0.635934079,0.344374889,-0.29155919
18099,Indiana,Marshall County,5712,13844,19927,0.286646259,0.694735786,0.408089527
18101,Indiana,Martin County,1011,4029,5144,0.196539658,0.783242613,0.586702955
18103,Indiana,Miami County,3235,10925,14473,0.223519657,0.754853866,0.531334209
18105,Indiana,Monroe County,39861,22071,63151,0.631201406,0.349495653,-0.281705753
18107,Indiana,Montgomery County,4213,12659,17198,0.244970345,0.736073962,0.491103617
18109,Indiana,Morgan County,7781,27512,36159,0.215188473,0.760861749,0.545673276
18111,Indiana,Newton County,1509,4942,6591,0.228948566,0.749810347,0.520861781
18113,Indiana,Noble County,4660,14195,19190,0.24283481,0.739708181,0.496873372
18115,Indiana,Ohio County,750,2392,3164,0.237041719,0.756005057,0.518963338
18117,Indiana,Orange County,2224,6432,8832,0.251811594,0.72826087,0.476449275
18119,Indiana,Owen County,2420,7286,9904,0.244345719,0.735662359,0.49131664
18121,Indiana,Parke County,1503,5398,7011,0.214377407,0.769932962,0.555555556
18123,Indiana,Perry County,3203,5345,8722,0.367232286,0.612818161,0.245585875
18125,Indiana,Pike County,1415,4692,6220,0.227491961,0.754340836,0.526848875
18127,Indiana,Porter County,39746,45008,86509,0.459443526,0.520269567,0.060826041
18129,Indiana,Posey County,3811,9206,13236,0.287926866,0.69552735,0.407600484
18131,Indiana,Pulaski County,1463,4246,5806,0.25198071,0.731312435,0.479331726
18133,Indiana,Putnam County,3946,12278,16597,0.237753811,0.739772248,0.502018437
18135,Indiana,Randolph County,2513,8312,11070,0.227009937,0.750858175,0.523848238
18137,Indiana,Ripley County,2774,11261,14271,0.194380212,0.789082755,0.594702544
18139,Indiana,Rush County,1754,6035,7932,0.221129602,0.760842158,0.539712557
18141,Indiana,St. Joseph County,59896,53164,115238,0.519759107,0.461340877,-0.05841823
18143,Indiana,Scott County,2698,7328,10161,0.265525047,0.721188859,0.455663813
18145,Indiana,Shelby County,5023,14568,19991,0.251263068,0.728727928,0.477464859
18147,Indiana,Spencer County,3213,7357,10769,0.298356393,0.683164639,0.384808246
18149,Indiana,Starke County,2650,7466,10290,0.257531584,0.725558795,0.468027211
18151,Indiana,Steuben County,4513,11327,16162,0.279235243,0.70084148,0.421606237
18153,Indiana,Sullivan County,2153,6691,8994,0.23938181,0.743940405,0.504558595
18155,Indiana,Switzerland County,964,3133,4154,0.232065479,0.754212807,0.522147328
18157,Indiana,Tippecanoe County,35017,34581,71448,0.490104692,0.484002351,-0.00610234
18159,Indiana,Tipton County,1834,6110,8116,0.225973386,0.752833908,0.526860522
18161,Indiana,Union County,736,2688,3483,0.211312087,0.771748493,0.560436405
18163,Indiana,Vanderburgh County,34415,41844,77662,0.443138214,0.538796323,0.095658108
18165,Indiana,Vermillion County,2145,5184,7481,0.286726373,0.692955487,0.406229114
18167,Indiana,Vigo County,18123,24545,43594,0.415722347,0.563036198,0.147313851
18169,Indiana,Wabash County,3494,10762,14573,0.239758457,0.738488986,0.498730529
18171,Indiana,Warren County,974,3401,4472,0.217799642,0.760509839,0.542710197
18173,Indiana,Warrick County,11923,21326,33829,0.352449082,0.630405865,0.277956783
18175,Indiana,Washington County,2784,9114,12139,0.229343439,0.750803196,0.521459758
18177,Indiana,Wayne County,9524,17567,27679,0.344087575,0.634668883,0.290581307
18179,Indiana,Wells County,2928,10855,14050,0.208398577,0.772597865,0.564199288
18181,Indiana,White County,3032,7957,11166,0.271538599,0.712609708,0.441071109
18183,Indiana,Whitley County,4234,12862,17556,0.24117111,0.732627022,0.491455913
19001,Iowa,Adair County,1198,2917,4177,0.286808714,0.698348097,0.411539382
19003,Iowa,Adams County,590,1530,2160,0.273148148,0.708333333,0.435185185
19005,Iowa,Allamakee County,2576,4735,7422,0.34707626,0.637968203,0.290891943
19007,Iowa,Appanoose County,1891,4512,6516,0.290208717,0.692449355,0.402240638
19009,Iowa,Audubon County,1071,2295,3420,0.313157895,0.671052632,0.357894737
19011,Iowa,Benton County,5160,9188,14642,0.352410873,0.627509903,0.27509903
19013,Iowa,Black Hawk County,35647,29640,66593,0.535296503,0.445091826,-0.090204676
19015,Iowa,Boone County,6303,8695,15340,0.410886571,0.566818774,0.155932203
19017,Iowa,Bremer County,5958,8294,14546,0.40959714,0.570191118,0.160593978
19019,Iowa,Buchanan County,4169,6420,10774,0.386950065,0.595878968,0.208928903
19021,Iowa,Buena Vista County,2961,5056,8167,0.36255663,0.619076772,0.256520142
19023,Iowa,Butler County,2424,5542,8098,0.299333169,0.68436651,0.385033342
19025,Iowa,Calhoun County,1470,3689,5258,0.279573983,0.701597566,0.422023583
19027,Iowa,Carroll County,3454,7737,11335,0.304719894,0.682576092,0.377856198
19029,Iowa,Cass County,2201,4969,7276,0.302501374,0.682930181,0.380428807
19031,Iowa,Cedar County,4337,6161,10703,0.405213492,0.575633,0.170419509
19033,Iowa,Cerro Gordo County,10941,12442,23801,0.459686568,0.522751145,0.063064577
19035,Iowa,Cherokee County,1936,4495,6518,0.297023627,0.68962872,0.392605094
19037,Iowa,Chickasaw County,2233,4308,6631,0.336751621,0.649675765,0.312924144
19039,Iowa,Clarke County,1466,3144,4670,0.31391863,0.673233405,0.359314775
19041,Iowa,Clay County,2662,6137,8969,0.296800089,0.684245735,0.387445646
19043,Iowa,Clayton County,3340,6106,9594,0.348134251,0.636439441,0.288305191
19045,Iowa,Clinton County,10812,13361,24687,0.437963301,0.541216025,0.103252724
19047,Iowa,Crawford County,2220,4854,7154,0.310315907,0.678501538,0.36818563
19049,Iowa,Dallas County,26879,27987,56022,0.479793652,0.499571597,0.019777944
19051,Iowa,Davis County,1013,3032,4102,0.246952706,0.739151633,0.492198927
19053,Iowa,Decatur County,1120,2615,3804,0.294426919,0.68743428,0.393007361
19055,Iowa,Delaware County,3157,6666,10003,0.315605318,0.66640008,0.350794762
19057,Iowa,Des Moines County,8893,10592,19956,0.445630387,0.530767689,0.085137302
19059,Iowa,Dickinson County,3661,7438,11244,0.325595873,0.66150836,0.335912487
19061,Iowa,Dubuque County,25657,27214,53926,0.475781627,0.504654527,0.0288729
19063,Iowa,Emmet County,1520,3265,4853,0.313208325,0.672779724,0.359571399
19065,Iowa,Fayette County,3835,6145,10186,0.376497153,0.60327901,0.226781857
19067,Iowa,Floyd County,3172,4732,8032,0.394920319,0.589143426,0.194223108
19069,Iowa,Franklin County,1626,3422,5130,0.316959064,0.66705653,0.350097466
19071,Iowa,Fremont County,1080,2711,3857,0.280010371,0.702877884,0.422867514
19073,Iowa,Greene County,1769,3223,5057,0.349812142,0.637334388,0.287522246
19075,Iowa,Grundy County,2206,4929,7276,0.303188565,0.677432655,0.37424409
19077,Iowa,Guthrie County,1985,4272,6371,0.311568043,0.670538377,0.358970334
19079,Iowa,Hamilton County,2843,4956,7943,0.357925217,0.623945612,0.266020395
19081,Iowa,Hancock County,1683,4390,6172,0.272683085,0.711276734,0.438593649
19083,Iowa,Hardin County,2976,5850,8989,0.331071309,0.650795417,0.319724107
19085,Iowa,Harrison County,2440,5569,8155,0.299202943,0.68289393,0.383690987
19087,Iowa,Henry County,3275,6507,9982,0.328090563,0.651873372,0.323782809
19089,Iowa,Howard County,1772,3127,4958,0.357402178,0.630697862,0.273295684
19091,Iowa,Humboldt County,1442,3819,5327,0.270696452,0.716913835,0.446217383
19093,Iowa,Ida County,917,2880,3849,0.2382437,0.748246298,0.510002598
19095,Iowa,Iowa County,3547,6009,9742,0.364093615,0.616813796,0.252720181
19097,Iowa,Jackson County,4029,6940,11135,0.361832061,0.623259991,0.26142793
19099,Iowa,Jasper County,7737,12084,20184,0.383323424,0.598692033,0.215368609
19101,Iowa,Jefferson County,4319,4443,8959,0.482085054,0.495925885,0.01384083
19103,Iowa,Johnson County,59177,22925,83851,0.705739943,0.273401629,-0.432338314
19105,Iowa,Jones County,4213,6572,10989,0.383383383,0.598052598,0.214669215
19107,Iowa,Keokuk County,1414,3797,5303,0.266641524,0.716009806,0.449368282
19109,Iowa,Kossuth County,2696,6275,9090,0.296589659,0.690319032,0.393729373
19111,Iowa,Lee County,6541,9773,16734,0.390880841,0.584020557,0.193139716
19113,Iowa,Linn County,70874,53364,127458,0.556057682,0.418679094,-0.137378587
19115,Iowa,Louisa County,1726,3500,5332,0.323705926,0.656414104,0.332708177
19117,Iowa,Lucas County,1284,3287,4630,0.277321814,0.709935205,0.432613391
19119,Iowa,Lyon County,1067,5707,6863,0.155471368,0.831560542,0.676089174
19121,Iowa,Madison County,3134,6507,9824,0.319014658,0.662357492,0.343342834
19123,Iowa,Mahaska County,2894,8297,11404,0.253770607,0.727551736,0.473781129
19125,Iowa,Marion County,6178,12663,19232,0.321235441,0.65843386,0.337198419
19127,Iowa,Marshall County,8176,9571,18136,0.450816056,0.527734892,0.076918835
19129,Iowa,Mills County,2508,5585,8268,0.303338171,0.675495888,0.372157716
19131,Iowa,Mitchell County,2053,3677,5822,0.352627963,0.631569907,0.278941944
19133,Iowa,Monona County,1407,3248,4728,0.297588832,0.686971235,0.389382403
19135,Iowa,Monroe County,1078,2975,4088,0.26369863,0.727739726,0.464041096
19137,Iowa,Montgomery County,1583,3659,5327,0.297165384,0.686878168,0.389712784
19139,Iowa,Muscatine County,9372,10823,20671,0.453388806,0.523583765,0.070194959
19141,Iowa,O'Brien County,1569,5861,7551,0.207787048,0.776188584,0.568401536
19143,Iowa,Osceola County,601,2690,3328,0.180588942,0.808293269,0.627704327
19145,Iowa,Page County,2086,5319,7528,0.277098831,0.706562168,0.429463337
19147,Iowa,Palo Alto County,1519,3370,4958,0.306373538,0.67970956,0.373336023
19149,Iowa,Plymouth County,3494,10492,14188,0.246264449,0.739498167,0.493233719
19151,Iowa,Pocahontas County,933,2826,3823,0.244049176,0.739210044,0.495160868
19153,Iowa,Polk County,146250,106800,258755,0.565206469,0.412745647,-0.152460822
19155,Iowa,Pottawattamie County,18575,26247,45744,0.406064183,0.573780168,0.167715985
19157,Iowa,Poweshiek County,4306,5657,10140,0.424654832,0.557889546,0.133234714
19159,Iowa,Ringgold County,709,1968,2714,0.261238025,0.725128961,0.463890936
19161,Iowa,Sac County,1389,4061,5535,0.250948509,0.73369467,0.482746161
19163,Iowa,Scott County,46926,43683,92599,0.506765732,0.471743755,-0.035021976
19165,Iowa,Shelby County,1959,4697,6795,0.288300221,0.691243561,0.402943341
19167,Iowa,Sioux County,3019,15680,19051,0.158469372,0.823053908,0.664584536
19169,Iowa,Story County,29175,20340,51038,0.571632901,0.398526588,-0.173106313
19171,Iowa,Tama County,3577,5303,9048,0.395335986,0.586096375,0.190760389
19173,Iowa,Taylor County,746,2463,3249,0.22960911,0.758079409,0.528470299
19175,Iowa,Union County,2061,4010,6185,0.333225546,0.648342765,0.315117219
19177,Iowa,Van Buren County,875,2859,3791,0.230809813,0.754154577,0.523344764
19179,Iowa,Wapello County,5821,9516,15633,0.372353355,0.608712339,0.236358984
19181,Iowa,Warren County,12574,17782,31039,0.405103257,0.572892168,0.167788911
19183,Iowa,Washington County,4561,6971,11765,0.387675308,0.592520187,0.204844879
19185,Iowa,Wayne County,727,2338,3109,0.233837247,0.752010293,0.518173046
19187,Iowa,Webster County,6613,10938,17822,0.371058243,0.613735832,0.242677589
19189,Iowa,Winnebago County,2135,3707,5970,0.357621441,0.620938023,0.263316583
19191,Iowa,Winneshiek County,5617,6235,12064,0.465600133,0.516826923,0.05122679
19193,Iowa,Woodbury County,18704,25736,45362,0.412327499,0.567347119,0.15501962
19195,Iowa,Worth County,1596,2738,4418,0.361249434,0.619737438,0.258488004
19197,Iowa,Wright County,1996,4136,6254,0.31915574,0.661336744,0.342181004
20001,Kansas,Allen County,1559,4155,5842,0.266860664,0.711229031,0.444368367
20003,Kansas,Anderson County,765,2874,3720,0.205645161,0.772580645,0.566935484
20005,Kansas,Atchison County,2314,4826,7312,0.316466083,0.660010941,0.343544858
20007,Kansas,Barber County,284,1992,2313,0.122784263,0.861219196,0.738434933
20009,Kansas,Barton County,2302,8480,10961,0.210017334,0.773652039,0.563634705
20011,Kansas,Bourbon County,1505,4910,6550,0.229770992,0.749618321,0.519847328
20013,Kansas,Brown County,1088,3206,4396,0.247497725,0.729299363,0.481801638
20015,Kansas,Butler County,9003,22250,31946,0.28181932,0.696487823,0.414668503
20017,Kansas,Chase County,341,1114,1478,0.230717185,0.753721245,0.52300406
20019,Kansas,Chautauqua County,212,1397,1634,0.129742962,0.85495716,0.725214198
20021,Kansas,Cherokee County,2163,6622,8945,0.241811068,0.740301845,0.498490777
20023,Kansas,Cheyenne County,220,1158,1400,0.157142857,0.827142857,0.67
20025,Kansas,Clark County,143,885,1048,0.136450382,0.844465649,0.708015267
20027,Kansas,Clay County,883,3129,4134,0.213594582,0.756894049,0.543299468
20029,Kansas,Cloud County,893,3182,4174,0.21394346,0.762338285,0.548394825
20031,Kansas,Coffey County,928,3407,4448,0.208633094,0.76596223,0.557329137
20033,Kansas,Comanche County,126,745,904,0.139380531,0.824115044,0.684734513
20035,Kansas,Cowley County,4171,9442,13911,0.299834663,0.67874344,0.378908777
20037,Kansas,Crawford County,6179,10045,16718,0.369601627,0.600849384,0.231247757
20039,Kansas,Decatur County,208,1232,1458,0.14266118,0.844993141,0.702331962
20041,Kansas,Dickinson County,2040,7045,9246,0.220635951,0.761951114,0.541315163
20043,Kansas,Doniphan County,678,2949,3674,0.184540011,0.802667392,0.618127382
20045,Kansas,Douglas County,39436,16737,57540,0.685366701,0.290875912,-0.394490789
20047,Kansas,Edwards County,267,1127,1413,0.18895966,0.797593772,0.608634112
20049,Kansas,Elk County,191,1130,1347,0.141796585,0.838901262,0.697104677
20051,Kansas,Ellis County,3633,9569,13501,0.269091178,0.708762314,0.439671135
20053,Kansas,Ellsworth County,646,2106,2806,0.230220955,0.750534569,0.520313614
20055,Kansas,Finney County,4155,7079,11466,0.36237572,0.617390546,0.255014826
20057,Kansas,Ford County,2926,5763,8850,0.330621469,0.651186441,0.320564972
20059,Kansas,Franklin County,3623,8326,12247,0.29582755,0.679839961,0.384012411
20061,Kansas,Geary County,3825,5193,9311,0.410804425,0.557727419,0.146922994
20063,Kansas,Gove County,163,1256,1433,0.113747383,0.876482903,0.76273552
20065,Kansas,Graham County,222,1052,1302,0.170506912,0.807987711,0.637480799
20067,Kansas,Grant County,497,1910,2452,0.20269168,0.778955954,0.576264274
20069,Kansas,Gray County,337,1871,2240,0.150446429,0.835267857,0.684821429
20071,Kansas,Greeley County,77,537,629,0.122416534,0.853736089,0.731319555
20073,Kansas,Greenwood County,562,2404,3030,0.185478548,0.79339934,0.607920792
20075,Kansas,Hamilton County,134,684,837,0.160095579,0.817204301,0.657108722
20077,Kansas,Harper County,453,2128,2626,0.172505712,0.810357959,0.637852247
20079,Kansas,Harvey County,6652,10015,17034,0.390513091,0.587941764,0.197428672
20081,Kansas,Haskell County,261,1103,1383,0.188720174,0.797541576,0.608821403
20083,Kansas,Hodgeman County,151,866,1033,0.146176186,0.838334947,0.692158761
20085,Kansas,Jackson County,1852,4435,6468,0.286332715,0.685683364,0.399350649
20087,Kansas,Jefferson County,3106,6193,9581,0.324183279,0.646383467,0.322200188
20089,Kansas,Jewell County,211,1369,1608,0.131218905,0.851368159,0.720149254
20091,Kansas,Johnson County,184259,155631,349386,0.52737946,0.445441432,-0.081938028
20093,Kansas,Kearny County,255,1134,1413,0.180467091,0.802547771,0.622080679
20095,Kansas,Kingman County,745,3102,3929,0.189615678,0.789513871,0.599898193
20097,Kansas,Kiowa County,153,957,1139,0.134328358,0.840210711,0.705882353
20099,Kansas,Labette County,2607,5639,8414,0.309840742,0.670192536,0.360351795
20101,Kansas,Lane County,114,757,888,0.128378378,0.852477477,0.724099099
20103,Kansas,Leavenworth County,13753,21378,36115,0.380811297,0.591942406,0.211131109
20105,Kansas,Lincoln County,266,1273,1570,0.169426752,0.810828025,0.641401274
20107,Kansas,Linn County,863,3940,4903,0.176014685,0.803589639,0.627574954
20109,Kansas,Logan County,185,1231,1437,0.128740431,0.85664579,0.727905358
20111,Kansas,Lyon County,5878,7381,13622,0.431507855,0.541844076,0.110336221
20113,Kansas,McPherson County,3977,9562,13868,0.28677531,0.68950101,0.402725699
20115,Kansas,Marion County,1463,4377,5969,0.245099682,0.733288658,0.488188976
20117,Kansas,Marshall County,1239,3662,5023,0.246665339,0.729046387,0.482381047
20119,Kansas,Meade County,261,1508,1807,0.144438296,0.834532374,0.690094079
20121,Kansas,Miami County,5133,12116,17624,0.291250567,0.68747163,0.396221062
20123,Kansas,Mitchell County,547,2454,3039,0.179993419,0.807502468,0.627509049
20125,Kansas,Montgomery County,3147,9768,13177,0.238825226,0.741291645,0.502466419
20127,Kansas,Morris County,721,2085,2849,0.253071253,0.731835732,0.478764479
20129,Kansas,Morton County,147,1004,1163,0.126397248,0.863284609,0.73688736
20131,Kansas,Nemaha County,920,4612,5625,0.163555556,0.819911111,0.656355556
20133,Kansas,Neosho County,1727,4795,6629,0.260521949,0.723336853,0.462814904
20135,Kansas,Ness County,147,1315,1487,0.098856759,0.884330868,0.785474109
20137,Kansas,Norton County,361,1977,2390,0.151046025,0.827196653,0.676150628
20139,Kansas,Osage County,2099,5591,7893,0.265931838,0.70834917,0.442417332
20141,Kansas,Osborne County,275,1590,1899,0.14481306,0.83728278,0.692469721
20143,Kansas,Ottawa County,504,2581,3159,0.15954416,0.817030706,0.657486546
20145,Kansas,Pawnee County,635,2028,2712,0.234144543,0.747787611,0.513643068
20147,Kansas,Phillips County,318,2388,2752,0.115552326,0.867732558,0.752180233
20149,Kansas,Pottawatomie County,3257,9247,12815,0.254155287,0.721576278,0.467420991
20151,Kansas,Pratt County,924,3087,4107,0.224981738,0.751643535,0.526661797
20153,Kansas,Rawlins County,214,1253,1496,0.143048128,0.837566845,0.694518717
20155,Kansas,Reno County,8602,17948,27245,0.315727656,0.658763076,0.343035419
20157,Kansas,Republic County,420,2172,2643,0.158910329,0.821793417,0.662883087
20159,Kansas,Rice County,953,3187,4230,0.225295508,0.753427896,0.528132388
20161,Kansas,Riley County,11940,11174,23855,0.500523999,0.468413331,-0.032110669
20163,Kansas,Rooks County,332,2294,2661,0.124765126,0.862081924,0.737316798
20165,Kansas,Rush County,291,1425,1748,0.166475973,0.815217391,0.648741419
20167,Kansas,Russell County,591,2765,3429,0.172353456,0.806357539,0.634004083
20169,Kansas,Saline County,8022,15313,23911,0.335494124,0.640416545,0.304922421
20171,Kansas,Scott County,290,1991,2322,0.124892334,0.857450474,0.73255814
20173,Kansas,Sedgwick County,90820,117653,213552,0.425282835,0.55093373,0.125650895
20175,Kansas,Seward County,1736,3285,5099,0.340458914,0.644243969,0.303785056
20177,Kansas,Shawnee County,43015,40443,86122,0.499465874,0.469601263,-0.029864611
20179,Kansas,Sheridan County,144,1237,1397,0.103078024,0.885468862,0.782390838
20181,Kansas,Sherman County,386,2222,2673,0.144407033,0.83127572,0.686868687
20183,Kansas,Smith County,328,1734,2092,0.156787763,0.828871893,0.67208413
20185,Kansas,Stafford County,355,1631,2017,0.176003966,0.808626673,0.632622707
20187,Kansas,Stanton County,147,607,767,0.191655802,0.791395046,0.599739244
20189,Kansas,Stevens County,233,1731,1997,0.116675013,0.8668002,0.750125188
20191,Kansas,Sumner County,2551,7998,10779,0.236663883,0.74199833,0.505334447
20193,Kansas,Thomas County,622,3106,3794,0.163943068,0.818661044,0.654717976
20195,Kansas,Trego County,238,1341,1603,0.148471616,0.836556457,0.688084841
20197,Kansas,Wabaunsee County,956,2813,3861,0.247604248,0.728567729,0.480963481
20199,Kansas,Wallace County,44,762,817,0.053855569,0.932680539,0.878824969
20201,Kansas,Washington County,467,2332,2843,0.164263102,0.820260288,0.655997186
20203,Kansas,Wichita County,147,803,961,0.152965661,0.835587929,0.682622268
20205,Kansas,Wilson County,711,3111,3899,0.18235445,0.797896897,0.615542447
20207,Kansas,Woodson County,283,1189,1495,0.189297659,0.795317726,0.606020067
20209,Kansas,Wyandotte County,35566,18512,55107,0.645398951,0.335928285,-0.309470666
21001,Kentucky,Adair County,1392,7276,8768,0.158759124,0.829835766,0.671076642
21003,Kentucky,Allen County,1642,7587,9364,0.175352413,0.810230671,0.634878257
21005,Kentucky,Anderson County,3348,9661,13254,0.252602988,0.728912027,0.476309039
21007,Kentucky,Ballard County,825,3356,4225,0.195266272,0.794319527,0.599053254
21009,Kentucky,Barren County,5127,14654,20064,0.255532297,0.730362839,0.474830542
21011,Kentucky,Bath County,1573,3986,5627,0.279545051,0.708370357,0.428825307
21013,Kentucky,Bell County,1789,8140,10044,0.178116288,0.81043409,0.632317802
21015,Kentucky,Boone County,20901,44814,66998,0.311964536,0.668885638,0.356921102
21017,Kentucky,Bourbon County,3296,6190,9648,0.341625207,0.641583748,0.299958541
21019,Kentucky,Boyd County,7083,14295,21751,0.3256402,0.657211163,0.331570962
21021,Kentucky,Boyle County,5298,8872,14478,0.365934521,0.612791822,0.246857301
21023,Kentucky,Bracken County,800,3398,4246,0.188412624,0.800282619,0.611869995
21025,Kentucky,Breathitt County,1301,4265,5661,0.229818053,0.753400459,0.523582406
21027,Kentucky,Breckinridge County,2350,7701,10201,0.230369572,0.754925988,0.524556416
21029,Kentucky,Bullitt County,10552,30708,41998,0.25125006,0.731177675,0.479927616
21031,Kentucky,Butler County,1079,4960,6125,0.176163265,0.809795918,0.633632653
21033,Kentucky,Caldwell County,1433,4906,6434,0.222723034,0.762511657,0.539788623
21035,Kentucky,Calloway County,5797,11352,17457,0.332073094,0.650283554,0.31821046
21037,Kentucky,Campbell County,19374,28482,48878,0.396374647,0.58271615,0.186341503
21039,Kentucky,Carlisle County,463,2159,2638,0.175511751,0.818423048,0.642911296
21041,Kentucky,Carroll County,1116,2954,4136,0.269825919,0.714216634,0.444390716
21043,Kentucky,Carter County,2642,8775,11586,0.228033834,0.757379596,0.529345762
21045,Kentucky,Casey County,918,6179,7171,0.128015618,0.86166504,0.733649421
21047,Kentucky,Christian County,8296,15080,23863,0.347651175,0.631940661,0.284289486
21049,Kentucky,Clark County,6004,11811,18139,0.330999504,0.651138431,0.320138927
21051,Kentucky,Clay County,831,6677,7591,0.109471743,0.879594256,0.770122514
21053,Kentucky,Clinton County,603,4280,4932,0.122262774,0.867802109,0.745539335
21055,Kentucky,Crittenden County,731,3451,4242,0.172324375,0.813531353,0.641206978
21057,Kentucky,Cumberland County,508,2769,3309,0.153520701,0.836808704,0.683288002
21059,Kentucky,Daviess County,17286,31025,49287,0.350721286,0.629476333,0.278755047
21061,Kentucky,Edmonson County,1227,4828,6132,0.200097847,0.787345075,0.587247228
21063,Kentucky,Elliott County,712,2246,2995,0.237729549,0.749916528,0.512186978
21065,Kentucky,Estill County,1355,5100,6540,0.207186544,0.779816514,0.572629969
21067,Kentucky,Fayette County,90600,58860,152912,0.592497646,0.384927278,-0.207570367
21069,Kentucky,Fleming County,1474,5534,7068,0.208545557,0.782965478,0.574419921
21071,Kentucky,Floyd County,3884,12250,16353,0.237509937,0.749098025,0.511588088
21073,Kentucky,Franklin County,12652,12900,26072,0.485271556,0.494783676,0.00951212
21075,Kentucky,Fulton County,794,1606,2426,0.327287716,0.661995054,0.334707337
21077,Kentucky,Gallatin County,822,2955,3849,0.213561964,0.767731878,0.554169914
21079,Kentucky,Garrard County,1830,6754,8706,0.210199862,0.775786814,0.565586952
21081,Kentucky,Grant County,2205,8725,11108,0.198505582,0.785469932,0.58696435
21083,Kentucky,Graves County,3560,13206,17019,0.209177978,0.775956284,0.566778307
21085,Kentucky,Grayson County,2400,9453,11985,0.200250313,0.78873592,0.588485607
21087,Kentucky,Green County,920,4838,5812,0.158293187,0.832415692,0.674122505
21089,Kentucky,Greenup County,4873,13064,18176,0.268100792,0.71875,0.450649208
21091,Kentucky,Hancock County,1351,3145,4587,0.294528014,0.685633312,0.391105298
21093,Kentucky,Hardin County,18101,29832,48941,0.369853497,0.609550275,0.239696778
21095,Kentucky,Harlan County,1494,9367,10971,0.136177194,0.853796372,0.717619178
21097,Kentucky,Harrison County,2400,6334,8859,0.270910938,0.714979117,0.444068179
21099,Kentucky,Hart County,1908,6345,8370,0.227956989,0.758064516,0.530107527
21101,Kentucky,Henderson County,7639,12730,20697,0.369087307,0.615064985,0.245977678
21103,Kentucky,Henry County,2142,5843,8110,0.264118372,0.720468557,0.456350185
21105,Kentucky,Hickman County,458,1714,2199,0.208276489,0.779445202,0.571168713
